Channel 1,Channel 2,Channel 3,Channel 4,Class,Row Number,Session,Subject
-182.6171875,-71.2890625,19.04296875,-153.80859375,0,226,6,Shawn
-151.85546875,-65.91796875,55.17578125,-148.92578125,0,227,6,Shawn
-158.69140625,-56.640625,67.3828125,-109.86328125,0,228,6,Shawn
-188.4765625,-50.29296875,44.43359375,-91.30859375,0,229,6,Shawn
-181.640625,-57.12890625,49.31640625,-121.58203125,0,230,6,Shawn
-132.32421875,-63.96484375,78.61328125,-135.7421875,0,231,6,Shawn
-111.81640625,-48.828125,68.359375,-90.33203125,0,232,6,Shawn
-119.62890625,-32.2265625,44.43359375,-28.3203125,0,233,6,Shawn
-113.76953125,-32.71484375,25.87890625,-32.71484375,0,234,6,Shawn
-64.453125,-33.69140625,20.01953125,-52.734375,0,235,6,Shawn
-41.50390625,-44.43359375,58.10546875,-44.43359375,0,236,6,Shawn
-66.40625,-56.640625,65.4296875,-19.53125,0,237,6,Shawn
-60.05859375,-50.78125,43.45703125,6.34765625,0,238,6,Shawn
-27.83203125,-52.734375,49.8046875,-15.13671875,0,239,6,Shawn
-14.16015625,-69.3359375,54.19921875,-18.06640625,0,240,6,Shawn
-20.5078125,-70.3125,48.33984375,27.83203125,0,241,6,Shawn
-32.2265625,-59.08203125,39.55078125,46.38671875,0,242,6,Shawn
-6.34765625,-51.26953125,13.671875,37.109375,0,243,6,Shawn
30.2734375,-45.41015625,-3.41796875,32.71484375,0,244,6,Shawn
22.94921875,-50.78125,14.6484375,52.734375,0,245,6,Shawn
-4.8828125,-57.12890625,16.6015625,76.66015625,0,246,6,Shawn
3.90625,-55.17578125,2.9296875,60.546875,0,247,6,Shawn
35.15625,-51.7578125,0.9765625,27.83203125,0,248,6,Shawn
26.85546875,-51.26953125,-4.8828125,30.2734375,0,249,6,Shawn
-2.44140625,-53.7109375,-13.18359375,64.453125,0,250,6,Shawn
2.9296875,-57.12890625,16.6015625,58.10546875,0,251,6,Shawn
32.71484375,-61.5234375,33.203125,30.76171875,0,252,6,Shawn
40.52734375,-61.03515625,20.01953125,34.1796875,0,253,6,Shawn
22.94921875,-56.15234375,28.80859375,65.91796875,0,254,6,Shawn
22.4609375,-45.8984375,9.27734375,82.03125,0,255,6,Shawn
40.0390625,-53.22265625,-32.2265625,53.7109375,0,256,6,Shawn
49.31640625,-60.546875,-22.4609375,47.36328125,0,257,6,Shawn
32.71484375,-59.5703125,-0.9765625,77.63671875,0,258,6,Shawn
12.6953125,-64.94140625,-13.671875,91.30859375,0,259,6,Shawn
22.4609375,-62.01171875,-24.4140625,56.640625,0,260,6,Shawn
48.828125,-57.6171875,1.953125,29.296875,0,261,6,Shawn
48.828125,-50.78125,17.578125,57.6171875,0,262,6,Shawn
25.390625,-39.55078125,4.39453125,89.35546875,0,263,6,Shawn
23.4375,-42.96875,-5.859375,74.70703125,0,264,6,Shawn
48.33984375,-62.01171875,-4.39453125,46.875,0,265,6,Shawn
60.546875,-58.10546875,-9.27734375,69.3359375,0,266,6,Shawn
34.1796875,-45.8984375,-28.80859375,99.609375,0,267,6,Shawn
16.6015625,-62.98828125,-32.2265625,81.54296875,0,268,6,Shawn
41.50390625,-80.56640625,-11.23046875,50.78125,0,269,6,Shawn
57.12890625,-67.3828125,-9.765625,49.31640625,0,270,6,Shawn
38.57421875,-58.59375,-21.97265625,62.01171875,0,271,6,Shawn
8.30078125,-76.66015625,-0.48828125,45.8984375,0,272,6,Shawn
19.04296875,-72.75390625,22.94921875,24.4140625,0,273,6,Shawn
47.8515625,-57.6171875,22.94921875,33.203125,0,274,6,Shawn
36.1328125,-50.78125,12.6953125,55.17578125,0,275,6,Shawn
6.34765625,-48.33984375,-8.7890625,56.15234375,0,276,6,Shawn
14.6484375,-50.29296875,-35.64453125,41.015625,0,277,6,Shawn
47.36328125,-46.875,-30.76171875,34.1796875,0,278,6,Shawn
45.41015625,-46.875,-24.4140625,52.734375,0,279,6,Shawn
22.4609375,-50.78125,-29.78515625,69.82421875,0,280,6,Shawn
